farmer_id,farm_id,farm_type,size_ha,disposition,age,inherited,succession_stage,loan_principal,loan_rate,current_debt,debt_payments,debt_maturity,debt_free,debt_service_ratio,n_holdings,n_local_links,n_catchment_links,Build_Wetland,Clean_Races,Farm_Plan,Riparian_Planting,x,y
27788,29133,SNB,208,pro_environmental,54,FALSE,2,15037,3,15037,3283,15,FALSE,0.23,3,10,11,2,0,0,3,87,91
27789,29913,Dairy,160,for_profit,63,FALSE,3,1599296,3,1283301.9051699536,107498,10,FALSE,0.561,4,11,9,0,3,2,1,147,92
27790,29610,Forest,80,for_profit,57,TRUE,2,0,0,0,0,21,TRUE,0,2,7,14,0,0,0,0,98,173
27791,29070,SNB,176,for_profit,70,FALSE,2,0,0,0,0,21,TRUE,0,1,8,16,1,0,0,0,55,234
27792,29174,SNB,64,for_profit,37,FALSE,5,208834,3,208834,14037,5,FALSE,0.673,3,9,15,2,0,0,0,19,283
27793,29843,Dairy,160,pro_environmental,52,TRUE,2,7623,3,2346.5748196811305,894,20,FALSE,0.001,2,12,11,2,2,0,0,125,214
27794,30295,SNB,32,for_profit,64,FALSE,2,18061,3,18061,2117,15,FALSE,0.202,2,20,10,0,0,2,2,91,208
27795,29540,Crop,64,for_profit,74,FALSE,2,148343,3,45664.16745060448,32391,20,FALSE,0.033,1,13,10,1,0,0,0,90,219
27796,30465,Crop,96,for_profit,56,FALSE,4,967254,3,967254,65015,5,FALSE,0.478,1,8,11,1,0,1,1,94,139
27797,28875,SNB,64,for_profit,50,TRUE,3,107854,3,86543.8565970278,7249,10,FALSE,0.391,2,16,9,0,0,0,0,52,142
27798,30551,SNB,48,for_profit,73,TRUE,1,3877,3,1193.4501608164428,455,20,FALSE,0.009,3,9,12,0,0,1,1,48,126
27799,29357,Dairy,128,for_profit,54,TRUE,2,64,3,64,4,5,FALSE,0,3,10,13,3,3,2,3,91,150
27800,29407,Dairy,128,for_profit,58,TRUE,5,1205273,3,691059.6899085962,81013,15,FALSE,0.293,2,12,9,0,0,1,0,90,250
27801,29624,SNB,96,for_profit,50,TRUE,2,1635,3,937.4495180764482,137,15,FALSE,0.004,4,14,12,3,0,0,0,86,106
27802,30229,SNB,240,for_profit,57,TRUE,4,-223298,3,-68737.43461696932,-26177,20,FALSE,-0.09,2,13,9,0,1,2,0,58,231
27803,30410,Forest,144,for_profit,58,FALSE,2,1311587,3,1052439.383263726,88159,10,FALSE,0.704,2,13,12,1,0,0,1,131,121
27804,28955,Forest,240,for_profit,57,TRUE,1,0,0,0,0,21,TRUE,0,1,10,10,0,0,0,0,78,242
27805,30457,Forest,64,for_profit,79,FALSE,1,0,0,0,0,21,TRUE,0,2,17,13,0,0,0,0,90,216
27806,29465,Dairy,80,for_profit,45,TRUE,2,2400,3,1925.800209847263,161,10,FALSE,0.001,1,10,13,1,0,0,0,78,167
27807,29083,Dairy,112,for_profit,68,FALSE,2,156959,3,156959,34273,15,FALSE,0.132,2,11,12,2,2,0,2,83,227
27808,29813,Dairy,80,for_profit,70,TRUE,2,0,0,0,0,21,TRUE,0,1,15,7,0,1,1,0,98,154
27809,28989,Forest,96,for_profit,56,FALSE,3,151518,3,86874.90891737447,10184,15,FALSE,0.131,1,10,11,0,0,0,0,89,206
27810,30331,Forest,64,for_profit,46,TRUE,4,0,0,0,0,21,TRUE,0,1,12,11,0,0,0,0,83,139
27811,30199,Dairy,80,for_profit,64,TRUE,3,1920,3,1920,129,0,FALSE,0,2,11,13,2,2,0,0,92,146
27812,29158,Forest,112,for_profit,61,FALSE,4,294349,3,236190.56915347168,19785,10,FALSE,0.305,1,15,14,0,0,0,0,112,157
27813,29408,SNB,128,for_profit,63,FALSE,4,140992,3,140992,9477,5,FALSE,0.372,1,13,10,0,1,0,0,81,251
27814,29783,Dairy,80,for_profit,68,TRUE,3,0,0,0,0,21,TRUE,0,1,12,8,0,0,1,0,140,211
27815,28956,Dairy,160,for_profit,76,FALSE,2,1064389,3,327649.0129536376,71544,20,FALSE,0.139,2,10,10,0,1,1,0,83,131
27816,29932,Forest,96,for_profit,67,FALSE,4,160363,3,128677.9579382236,10779,10,FALSE,0.196,1,13,16,0,0,0,0,37,266
27817,30000,Dairy,64,for_profit,61,TRUE,6,640,3,640,43,0,FALSE,0.249,2,11,14,2,1,0,0,94,175
27818,29393,SNB,96,for_profit,47,FALSE,3,144789,3,144789,9732,5,FALSE,0.745,1,15,15,1,0,1,0,60,115
27819,29418,Dairy,48,for_profit,42,TRUE,2,1920,3,1920,129,5,FALSE,0.002,1,11,10,0,1,1,0,142,78
27820,29534,SNB,64,pro_environmental,74,FALSE,2,91237,3,28085.326882231053,6133,20,FALSE,0.119,2,8,17,1,0,1,1,8,284
27821,29694,SNB,144,for_profit,62,TRUE,2,384,3,384,26,5,FALSE,0.001,4,11,12,0,0,3,3,104,112
27822,30467,Dairy,96,for_profit,61,FALSE,2,785001,3,785001,92026,15,FALSE,0.461,3,9,11,3,0,0,2,80,119
27823,30218,Dairy,112,for_profit,55,FALSE,2,518298,3,518298,34838,5,FALSE,0.254,3,11,8,2,0,1,0,91,78
27824,29107,Forest,64,for_profit,79,FALSE,2,0,0,0,0,21,TRUE,0,1,14,13,0,0,0,0,129,51
27825,29682,Dairy,112,pro_environmental,62,TRUE,1,3200,3,3200,215,0,FALSE,0,3,12,13,0,2,2,2,119,161
27826,29080,Forest,160,for_profit,64,TRUE,2,0,0,0,0,21,TRUE,0,1,11,13,0,0,0,0,90,242
27827,29780,Dairy,80,for_profit,58,TRUE,2,842,3,842,184,15,FALSE,0.001,3,15,14,0,3,2,0,119,53
27828,29742,Dairy,64,for_profit,46,TRUE,3,0,0,0,0,21,TRUE,0,2,7,13,0,0,0,0,31,253
27829,29505,Dairy,64,for_profit,39,TRUE,5,738196,3,227237.58960899015,49618,20,FALSE,0.195,1,11,11,0,0,0,0,46,270
27830,29513,Dairy,80,for_profit,58,TRUE,2,960,3,960,65,5,FALSE,0.001,2,10,14,2,0,1,0,80,176
27831,28964,Forest,64,pro_environmental,47,FALSE,3,146474,3,83982.86282001814,9845,15,FALSE,0.192,1,9,13,0,0,0,0,67,285
27832,30527,Dairy,48,for_profit,64,TRUE,3,192,3,192,13,0,FALSE,0,1,12,11,0,0,1,0,127,47
27833,29859,Forest,208,pro_environmental,59,FALSE,2,256,3,256,17,0,FALSE,0.101,3,9,12,0,0,2,0,145,196
27834,30358,SNB,64,for_profit,81,FALSE,1,1730,3,1388.1809845982355,116,10,FALSE,0.009,3,15,21,0,0,0,3,10,308
27835,29329,Dairy,128,for_profit,61,TRUE,4,0,0,0,0,21,TRUE,0,2,16,12,2,0,0,1,124,63
27836,29825,Dairy,128,for_profit,63,FALSE,2,996947,3,306888.45949844475,67010,20,FALSE,0.108,1,10,8,0,0,1,0,122,116
27837,29814,Forest,144,for_profit,57,FALSE,3,1557152,3,1557152,104665,5,FALSE,0.55,1,9,15,0,0,0,0,46,238
27838,29077,Forest,32,for_profit,77,FALSE,2,0,0,0,0,21,TRUE,0,1,11,12,0,0,0,0,75,255
27839,29951,Dairy,80,for_profit,36,FALSE,4,888588,3,888588,59727,5,FALSE,0.61,1,12,17,1,0,1,1,13,302
27840,30165,Dairy,48,pro_environmental,55,TRUE,2,1048,3,1048,229,15,FALSE,0.001,3,11,13,3,2,0,1,90,264
27841,30389,Dairy,160,for_profit,55,FALSE,4,1774203,3,1423650.2123798516,119254,10,FALSE,0.447,2,16,12,2,2,2,2,82,150
27842,30303,Dairy,48,pro_environmental,53,TRUE,3,2400,3,2400,161,0,FALSE,0,1,11,10,1,1,0,1,137,129
27843,28801,Dairy,272,for_profit,68,TRUE,4,5254,3,5254,440,5,FALSE,0,5,18,11,5,0,0,0,173,27
27844,30540,Dairy,176,for_profit,64,TRUE,1,256,3,256,17,5,FALSE,0,4,11,11,4,4,4,4,98,131
27845,29701,Dairy,80,for_profit,59,TRUE,2,320,3,256.7733613129684,22,10,FALSE,0,1,15,15,0,0,1,0,131,218
27846,30077,Dairy,80,pro_environmental,48,FALSE,5,727006,3,583361.7947334247,48866,10,FALSE,0.4,1,10,11,0,0,1,1,81,228
27847,30289,Dairy,128,for_profit,61,TRUE,2,179,3,179,15,5,FALSE,0,4,12,11,3,0,2,0,56,189
27848,29052,Dairy,48,pro_environmental,60,TRUE,1,1406,3,1406,118,5,FALSE,0.001,3,12,11,1,3,3,0,106,94
27849,29324,Forest,80,pro_environmental,57,FALSE,2,148419,3,45687.562398301685,9976,20,FALSE,0.084,1,14,17,0,0,0,0,33,264
27850,29378,Dairy,48,for_profit,65,TRUE,2,1280,3,1280,86,5,FALSE,0.001,3,11,12,1,2,2,1,115,55
27851,30179,Dairy,128,pro_environmental,49,FALSE,2,985202,3,985202,66221,5,FALSE,0.436,3,10,13,0,2,1,3,105,193
27852,29177,Forest,144,for_profit,63,FALSE,5,356442,3,356442,23959,5,FALSE,0.358,1,8,18,0,0,0,0,36,131
27853,28990,SNB,176,for_profit,52,TRUE,3,2400,3,2400,161,5,FALSE,0.005,3,12,11,3,0,3,0,109,64
27854,29248,Crop,112,for_profit,54,FALSE,1,372877,3,114782.0777959125,43713,20,FALSE,0.048,2,9,12,0,1,1,0,103,140
27855,30564,Dairy,80,for_profit,61,FALSE,2,404230,3,231770.77595843584,27171,15,FALSE,0.147,1,13,12,0,1,0,0,112,152
27856,29950,Forest,128,for_profit,50,FALSE,2,57468,3,57468,12548,15,FALSE,0.209,2,12,13,1,0,1,0,52,124
27857,29135,Forest,64,for_profit,41,TRUE,3,263481,3,81106.8975553462,17710,20,FALSE,0.217,2,10,12,0,0,0,0,44,122
27858,29165,SNB,48,for_profit,75,FALSE,2,0,0,0,0,21,TRUE,0,1,14,14,0,0,0,0,64,165
27859,29572,Forest,192,pro_environmental,74,FALSE,2,1143204,3,351910.49720041285,76841,20,FALSE,0.237,3,13,12,0,1,1,1,83,179
27860,30402,SNB,208,pro_environmental,50,TRUE,3,800,3,800,54,0,FALSE,0.144,2,14,9,0,0,2,1,10,297
27861,29061,Dairy,96,for_profit,67,TRUE,1,4484,3,4484,376,5,FALSE,0.001,2,14,12,2,2,2,2,93,187
27862,29069,Dairy,96,for_profit,48,FALSE,3,844317,3,677494.1065740049,56751,10,FALSE,0.361,4,17,19,0,2,0,0,126,152
27863,30167,Dairy,48,for_profit,44,TRUE,2,1440,3,1440,97,0,FALSE,0,1,12,7,1,1,0,0,137,20
27864,30311,Dairy,96,for_profit,70,FALSE,2,3840,3,3840,258,5,FALSE,0.002,1,15,13,0,1,0,1,45,236
27865,29178,Dairy,32,for_profit,70,TRUE,2,449,3,360.2851225922588,38,10,FALSE,0.001,2,8,12,2,0,1,0,127,157
27866,29817,Dairy,80,for_profit,70,TRUE,2,3738,3,3738,438,10,FALSE,0.002,2,13,11,2,2,2,0,106,154
27867,30082,Dairy,128,for_profit,66,FALSE,3,460905,3,369837.8940498553,38608,10,FALSE,0.145,2,15,16,0,1,0,1,75,180
27868,30104,Forest,48,for_profit,51,TRUE,3,147385,3,45369.26797831608,9907,20,FALSE,0.138,1,15,11,0,0,0,0,101,201
27869,28844,SNB,176,for_profit,59,FALSE,4,1810179,3,1452517.957525462,121672,10,FALSE,0.428,2,12,16,1,0,0,2,47,148
27870,29200,Dairy,112,for_profit,61,TRUE,2,3776,3,3776,443,10,FALSE,0.001,3,14,11,3,0,2,3,96,83
27871,28891,Forest,272,for_profit,65,FALSE,3,0,0,0,0,21,TRUE,0,1,13,18,0,0,0,0,42,226
27872,30068,Forest,240,for_profit,59,TRUE,3,0,0,0,0,21,TRUE,0,3,15,13,0,0,0,0,80,186
27873,30172,Dairy,144,for_profit,53,TRUE,2,394,3,121.28433411443861,46,20,FALSE,0,2,12,12,0,0,2,0,117,159
27874,29111,Forest,64,for_profit,82,FALSE,3,0,0,0,0,21,TRUE,0,2,15,15,0,1,0,0,67,184
27875,29230,Dairy,176,for_profit,54,FALSE,3,852275,3,683879.7391031567,57286,10,FALSE,0.235,3,13,10,0,2,0,0,111,76
27876,28881,Forest,64,for_profit,51,FALSE,2,654593,3,375319.8118570131,43999,15,FALSE,0.859,1,11,10,0,0,0,0,83,253
27877,29800,Dairy,176,for_profit,71,TRUE,1,921,3,921,201,15,FALSE,0,1,23,12,0,0,1,0,68,272
27878,30317,Dairy,96,for_profit,59,TRUE,2,3388,3,1042.9221420805025,397,20,FALSE,0.001,3,17,13,1,2,0,0,57,184
27879,29896,Crop,48,pro_environmental,27,TRUE,2,0,0,0,0,21,TRUE,0,1,13,10,0,0,1,1,77,186
27880,30535,Dairy,96,for_profit,73,FALSE,3,256,3,256,17,0,FALSE,0.157,3,14,13,0,0,1,0,114,73
27881,29272,Dairy,96,for_profit,46,FALSE,3,918878,3,526851.2160679208,61763,15,FALSE,0.339,3,11,12,1,0,2,0,64,163
27882,30235,Forest,240,pro_environmental,42,TRUE,3,0,0,0,0,21,TRUE,0,2,14,14,0,0,0,0,118,99
27883,28730,SNB,80,pro_environmental,36,TRUE,2,10734,3,10734,2344,20,FALSE,0.045,2,13,12,1,0,0,1,62,123
27884,29367,Forest,144,pro_environmental,75,FALSE,0,0,0,0,0,21,TRUE,0,2,11,14,0,0,0,0,72,154
27885,30308,Dairy,128,for_profit,56,FALSE,3,511449,3,293246.24989032495,34377,15,FALSE,0.126,1,14,12,0,0,0,0,49,266
27886,29617,Dairy,96,pro_environmental,46,TRUE,3,1131,3,648.4742537886623,133,15,FALSE,0,3,10,8,2,2,2,1,60,146
27887,28941,Dairy,112,pro_environmental,77,TRUE,2,0,0,0,0,21,TRUE,0,2,12,14,0,2,2,2,114,152
27888,29464,Dairy,96,for_profit,65,FALSE,2,410509,3,235370.9261260212,27593,15,FALSE,0.146,1,10,12,0,0,0,0,55,185
27889,28898,Dairy,144,for_profit,62,TRUE,1,5120,3,5120,344,5,FALSE,0.002,2,12,13,2,1,2,0,117,133
27890,29557,Dairy,80,for_profit,50,TRUE,3,255759,3,146642.90599003932,17191,15,FALSE,0.115,2,9,16,1,0,0,0,53,161
27891,28789,SNB,112,for_profit,58,TRUE,2,800,3,800,54,5,FALSE,0.003,2,9,11,0,1,2,2,140,64
27892,28822,Dairy,240,pro_environmental,60,TRUE,3,5280,3,5280,355,0,FALSE,0,3,13,15,2,0,2,0,41,248
27893,30027,SNB,256,for_profit,71,FALSE,4,396856,3,396856,33243,10,FALSE,0.652,5,9,12,3,0,0,2,92,278
27894,29197,SNB,64,for_profit,67,FALSE,1,0,0,0,0,21,TRUE,0,2,10,11,0,0,0,0,110,57
27895,29816,Dairy,128,for_profit,47,TRUE,4,931331,3,747315.5980155256,62600,10,FALSE,0.284,3,13,11,0,1,1,3,70,188
27896,30471,Forest,64,for_profit,57,FALSE,3,663038,3,532032.7998069624,44567,10,FALSE,0.467,1,10,13,0,0,0,0,144,91
27897,29891,Forest,176,for_profit,53,TRUE,3,0,0,0,0,21,TRUE,0,2,13,16,0,0,0,1,107,119
27898,29907,Dairy,144,for_profit,61,TRUE,3,0,0,0,0,21,TRUE,0,1,10,11,0,0,0,0,60,241
27899,29430,SNB,112,for_profit,59,TRUE,2,11572,3,11572,2527,20,FALSE,0.033,3,12,11,3,1,0,3,98,140
27900,29497,SNB,80,pro_environmental,65,FALSE,4,112888,3,90583.22253718243,7588,10,FALSE,0.324,2,11,8,1,0,0,0,39,243
27901,29269,Dairy,96,for_profit,67,TRUE,3,4060,3,4060,476,10,FALSE,0,1,13,15,0,1,1,0,47,262
27902,30151,Dairy,48,for_profit,40,FALSE,2,467922,3,467922,31452,5,FALSE,0.535,1,13,13,1,1,1,1,63,266
27903,29601,Dairy,464,for_profit,68,TRUE,4,3680,3,3680,247,0,FALSE,0,5,12,16,5,0,0,4,175,20
27904,28943,Dairy,80,for_profit,68,FALSE,1,813138,3,250306.85500798572,54656,20,FALSE,0.17,3,13,11,1,3,3,0,53,222
27905,29358,Dairy,128,for_profit,55,TRUE,3,1920,3,1920,129,0,FALSE,0.011,4,12,11,4,1,4,4,103,111
27906,29050,Dairy,64,for_profit,62,TRUE,1,0,0,0,0,21,TRUE,0,2,12,13,0,1,1,0,59,211
27907,30128,Forest,32,pro_environmental,39,FALSE,5,226151,3,226151,15201,5,FALSE,0.601,2,19,13,0,0,1,0,134,61
27908,28963,Forest,112,for_profit,43,FALSE,5,310536,3,249179.28915213735,20873,10,FALSE,0.193,2,11,17,1,1,1,0,131,123
27909,29097,SNB,80,for_profit,61,TRUE,2,0,0,0,0,21,TRUE,0,2,12,16,0,0,2,0,83,225
27910,29708,Dairy,96,for_profit,56,FALSE,2,10120,3,10120,2210,15,FALSE,0.096,3,13,11,3,3,3,0,136,113
27911,28768,SNB,192,pro_environmental,67,TRUE,1,-1615,3,-1615,-189,10,FALSE,-0.022,5,10,10,4,1,2,5,132,46
27912,28731,Forest,64,pro_environmental,72,FALSE,2,262763,3,262763,57376,20,FALSE,0.355,2,13,11,0,0,0,0,87,169
27913,29138,Dairy,48,pro_environmental,37,FALSE,2,28941,3,28941,6319,15,FALSE,0.059,3,11,9,2,3,3,3,110,95
27914,29191,Dairy,64,for_profit,44,TRUE,2,3200,3,2567.7336131296843,215,10,FALSE,0.002,1,14,13,0,1,1,1,76,150
27915,29166,SNB,48,for_profit,80,FALSE,1,0,0,0,0,21,TRUE,0,2,15,8,0,0,1,1,113,161
27916,29909,SNB,128,for_profit,41,TRUE,3,4800,3,4800,323,5,FALSE,0.013,3,9,10,0,0,0,3,44,228
27917,29739,Dairy,144,for_profit,51,TRUE,2,2315,3,2315,271,10,FALSE,0.001,4,16,11,4,4,4,0,137,67
27918,29614,Dairy,256,for_profit,66,FALSE,3,3228631,3,2590707.607216408,217015,10,FALSE,0.557,3,9,9,3,2,3,1,56,250
27919,30521,Dairy,32,for_profit,67,TRUE,2,800,3,800,54,0,FALSE,0,2,16,17,0,2,0,2,124,111
27920,29241,SNB,128,for_profit,54,FALSE,2,23233,3,23233,5073,15,FALSE,0.179,3,11,11,3,0,1,0,144,96
27921,30589,Forest,96,for_profit,56,FALSE,3,1528637,3,876464.8434029525,102748,15,FALSE,0.486,3,8,10,1,0,1,0,63,177
27922,29515,SNB,96,for_profit,66,TRUE,2,263248,3,263248,57481,20,FALSE,0.926,1,11,11,0,0,1,0,16,319
27923,30426,SNB,96,for_profit,58,TRUE,2,0,0,0,0,21,TRUE,0,2,17,14,0,0,2,1,91,96
27924,28852,SNB,224,for_profit,76,FALSE,2,39960,3,12300.817236581133,8725,20,FALSE,0.027,3,12,18,0,0,2,0,179,15
27925,29117,Dairy,112,for_profit,41,FALSE,2,1046999,3,1046999,70375,5,FALSE,0.525,1,10,9,1,1,0,0,98,125
27926,29112,Dairy,144,for_profit,79,TRUE,2,1280,3,733.905433111837,86,15,FALSE,0,2,11,16,0,2,0,0,100,117
27927,29459,Forest,48,for_profit,73,FALSE,3,0,0,0,0,21,TRUE,0,1,16,8,0,0,0,0,132,92
27928,30069,Dairy,80,pro_environmental,42,FALSE,2,944055,3,541286.7919190589,63455,15,FALSE,0.371,1,13,11,0,0,1,0,89,139
27929,29762,Dairy,80,for_profit,54,TRUE,3,4101,3,4101,344,5,FALSE,0.002,2,12,11,1,1,1,0,88,237
27930,29198,Forest,32,pro_environmental,47,FALSE,3,152747,3,122566.75193897495,10267,10,FALSE,0.568,1,12,13,0,0,0,0,52,146
27931,28805,Dairy,80,pro_environmental,46,TRUE,4,782,3,240.721698673835,171,20,FALSE,0,2,14,11,0,2,2,0,131,79
27932,29089,Dairy,64,pro_environmental,46,TRUE,2,1920,3,1920,129,0,FALSE,0,1,12,12,1,0,0,0,127,30
27933,30468,Forest,80,pro_environmental,44,FALSE,2,380234,3,305106.1320796101,25558,10,FALSE,0.559,1,9,14,0,0,0,0,55,273
27934,30459,Dairy,64,for_profit,58,FALSE,3,169389,3,169389,19858,10,FALSE,0.208,1,11,14,0,1,1,0,109,77
27935,29748,Forest,144,for_profit,63,TRUE,2,0,0,0,0,21,TRUE,0,1,12,15,0,0,0,0,90,190
27936,30323,Dairy,144,for_profit,61,FALSE,2,1453301,3,833269.9217553639,97685,15,FALSE,0.294,1,13,9,1,0,1,0,57,221
27937,29755,Dairy,64,for_profit,51,TRUE,3,2560,3,2560,172,5,FALSE,0.002,1,12,11,1,1,0,0,59,177
27938,30278,Dairy,128,for_profit,46,FALSE,3,1825423,3,1825423,122697,5,FALSE,0.777,2,13,16,0,0,1,0,69,175
27939,29038,Dairy,112,for_profit,44,FALSE,2,1509837,3,1509837,101485,5,FALSE,0.639,3,14,12,2,1,1,2,72,163
27940,30380,SNB,96,for_profit,56,TRUE,2,-31968,3,-31968,-2149,5,FALSE,-0.121,2,12,9,0,1,0,0,93,208
27941,29002,SNB,64,for_profit,63,TRUE,2,3755,3,3755,440,10,FALSE,0.013,1,12,9,1,0,0,1,82,201
27942,29019,SNB,128,for_profit,77,FALSE,2,192,3,192,13,0,FALSE,0.122,3,7,10,2,0,3,2,143,61
27943,30013,SNB,80,pro_environmental,59,TRUE,2,767,3,767,90,10,FALSE,0.005,2,14,10,2,0,2,0,130,57
27944,29796,Forest,80,for_profit,60,FALSE,2,536189,3,430247.03696574754,36040,10,FALSE,0.513,2,10,13,1,1,0,0,87,122
27945,29055,Dairy,144,for_profit,37,TRUE,4,237202,3,237202,51794,15,FALSE,0.176,4,13,12,2,0,1,1,57,146
27946,28929,Crop,96,for_profit,67,TRUE,2,800,3,246.26260733896163,54,20,FALSE,0,2,15,10,1,0,0,1,132,131
27947,28865,Dairy,128,for_profit,57,TRUE,3,1746,3,1746,381,15,FALSE,0,2,10,13,0,0,2,2,132,73
27948,28783,Forest,64,for_profit,55,TRUE,2,388301,3,388301,45521,15,FALSE,0.878,1,8,8,0,0,0,0,110,141
27949,29567,Forest,144,for_profit,67,FALSE,1,0,0,0,0,21,TRUE,0,3,15,9,1,0,0,0,33,257
27950,29437,SNB,64,for_profit,60,TRUE,3,0,0,0,0,21,TRUE,0,2,15,10,0,0,0,0,54,116
27951,30155,Dairy,128,for_profit,66,TRUE,2,2741,3,2741,321,10,FALSE,0.001,4,12,8,0,4,4,3,119,63
27952,28823,Forest,32,for_profit,60,TRUE,4,0,0,0,0,21,TRUE,0,1,16,10,0,0,0,0,78,181
27953,28817,Dairy,160,for_profit,50,FALSE,2,502322,3,502322,33764,5,FALSE,0.454,1,11,10,0,0,0,0,58,226
27954,29892,SNB,112,for_profit,65,TRUE,5,0,0,0,0,21,TRUE,0,2,16,8,0,0,0,0,77,155
27955,30195,Dairy,128,for_profit,66,FALSE,3,238513,3,238513,52080,15,FALSE,0.19,3,15,14,0,2,0,0,9,304
27956,29503,Dairy,32,for_profit,66,TRUE,2,-7253,3,-2232.678363786861,-850,20,FALSE,-0.006,2,14,13,0,2,2,0,45,231
27957,29149,Dairy,80,for_profit,73,TRUE,1,3200,3,2567.7336131296843,215,10,FALSE,0.002,2,13,12,0,0,0,1,123,146
27958,29547,Forest,128,for_profit,54,FALSE,3,166730,3,51324.20565203134,11207,20,FALSE,0.092,2,12,13,0,0,0,0,142,61
27959,30086,Dairy,112,for_profit,75,FALSE,3,1192316,3,683630.6174891978,80142,15,FALSE,0.335,1,16,14,1,0,1,1,41,265
27960,29311,SNB,208,for_profit,63,TRUE,2,0,0,0,0,21,TRUE,0,2,9,6,0,2,0,0,138,62
27961,30054,Dairy,80,for_profit,55,TRUE,5,853743,3,262806.2214717339,57385,20,FALSE,0.192,2,10,12,1,0,0,0,72,140
27962,29499,Forest,64,for_profit,41,TRUE,2,800,3,800,54,5,FALSE,0.001,2,9,14,0,0,0,1,51,159
27963,29103,Forest,112,pro_environmental,56,FALSE,5,657139,3,657139,44170,5,FALSE,0.278,1,18,15,0,0,0,0,50,270
27964,29346,Dairy,48,for_profit,78,TRUE,1,1920,3,1920,129,5,FALSE,0.002,1,11,10,1,1,0,0,140,213
27965,29479,Dairy,112,for_profit,84,FALSE,2,1895,3,1895,222,10,FALSE,0.001,3,13,13,1,3,2,0,84,189
27966,28829,SNB,32,for_profit,70,TRUE,3,0,0,0,0,21,TRUE,0,1,12,10,0,0,0,0,143,64
27967,30290,Dairy,48,for_profit,71,FALSE,1,1920,3,1920,129,5,FALSE,0.002,1,13,13,1,1,0,0,112,117
27968,29283,SNB,128,for_profit,44,FALSE,3,981548,3,787610.5601563172,65975,10,FALSE,0.364,2,9,14,0,1,2,1,141,53
27969,30282,Dairy,64,for_profit,56,FALSE,1,275146,3,157758.70648358556,18494,15,FALSE,0.164,2,16,12,0,0,1,0,115,49
27970,30499,Dairy,128,for_profit,75,TRUE,2,512,3,512,34,0,FALSE,0,1,10,15,0,0,1,0,42,263
27971,28997,SNB,320,for_profit,73,TRUE,2,0,0,0,0,21,TRUE,0,3,16,10,3,0,3,0,125,136
27972,29322,Dairy,96,for_profit,74,TRUE,2,3840,3,3840,258,0,FALSE,0.001,1,17,13,1,1,0,0,128,215
27973,29756,Dairy,32,for_profit,65,TRUE,2,1600,3,1283.8668065648421,108,10,FALSE,0.002,1,10,9,0,0,1,1,92,230
27974,28901,Forest,80,for_profit,50,TRUE,4,341465,3,105112.57651874817,22952,20,FALSE,0.18,2,12,13,0,0,0,0,114,157
27975,30230,Forest,80,pro_environmental,51,FALSE,4,159557,3,159557,10725,5,FALSE,0.757,1,10,12,0,0,0,0,106,78
27976,29223,Dairy,112,for_profit,51,FALSE,2,358532,3,358532,30033,5,FALSE,0.205,2,8,12,1,2,0,0,92,128
27977,29402,Dairy,80,for_profit,75,FALSE,1,3200,3,2567.7336131296843,215,10,FALSE,0.002,2,11,16,0,2,2,0,93,131
27978,29684,Forest,96,for_profit,64,FALSE,4,99561,3,99561,6692,5,FALSE,0.203,2,15,12,0,0,0,0,91,280
27979,29267,SNB,64,for_profit,71,TRUE,2,0,0,0,0,21,TRUE,0,2,9,8,0,0,2,1,20,272
27980,29774,Dairy,64,for_profit,78,TRUE,2,5254,3,4215.8976260573,440,10,FALSE,0.003,1,15,15,0,1,0,1,84,170
27981,28736,SNB,32,pro_environmental,63,TRUE,1,1156,3,1156,252,20,FALSE,0.011,1,15,16,1,0,0,1,127,61
27982,30572,Dairy,112,for_profit,66,TRUE,3,1776,3,1018.2937884426739,208,15,FALSE,0,3,11,14,0,0,3,1,69,150
27983,29086,Dairy,112,for_profit,65,FALSE,2,448,3,448,30,0,FALSE,0.165,1,9,20,1,0,1,0,44,253
27984,29449,Dairy,256,for_profit,68,FALSE,3,643742,3,516549.36611979036,43270,10,FALSE,0.163,4,12,11,0,1,3,0,55,197
27985,30513,SNB,256,pro_environmental,43,TRUE,2,16510,3,16510,1110,5,FALSE,0.022,1,10,16,1,0,0,1,82,249
27986,29821,Dairy,128,for_profit,66,TRUE,2,3840,3,3081.280335755621,258,10,FALSE,0.001,1,13,13,1,1,0,1,18,288
27987,30100,SNB,128,for_profit,46,TRUE,3,4000,3,3209.667016412105,269,10,FALSE,0.006,3,16,15,0,0,3,1,121,138
27988,30060,Dairy,96,for_profit,73,TRUE,3,480,3,480,32,0,FALSE,0,2,11,14,2,0,2,2,53,154
27989,29543,Dairy,80,for_profit,72,TRUE,1,2400,3,1925.800209847263,161,10,FALSE,0.001,2,12,14,2,0,0,2,107,74
27990,30291,SNB,48,for_profit,66,FALSE,2,39258,3,22509.10897898789,2639,15,FALSE,0.21,2,15,16,0,0,2,0,50,137
27991,29855,Dairy,176,for_profit,74,TRUE,3,1600,3,1600,108,0,FALSE,0.184,6,14,16,5,0,6,5,36,257
27992,29381,Dairy,64,for_profit,64,FALSE,3,498901,3,400326.5210387539,33534,10,FALSE,0.318,1,15,15,0,0,1,1,112,102
27993,29641,SNB,240,for_profit,51,FALSE,2,202593,3,202593,13617,5,FALSE,0.386,3,10,9,1,0,0,3,91,274
